"year","month","gt_00001","gt_00002","gt_00003","gt_00004","gt_00005","gt_00006","gt_00007","gt_00008","gt_00009"
1985,1,21.4414247580645,21.2097904332258,25.3651820022581,22.6807859364516,22.3985150741936,19.1889223158064,22.6150569787097,18.3344330819355,21.4414247580645
1985,2,22.7164670682143,22.3497220710714,26.6477229528571,23.8070149007143,23.6687866214286,20.3253134596429,24.0150510521429,19.3803170342857,22.7164670682143
1985,3,24.8399321532258,24.8142196158065,28.8054305541936,26.2861395058064,26.0074667654839,22.3562708703226,26.2613986103226,21.433019626129,24.8399321532258
1985,4,25.694902548,25.9542999266667,29.972805787,27.4539723723333,27.4337758383333,23.2787709556667,27.1590840663333,22.4489705406667,25.694902548
1985,5,26.7000819045161,27.0150479219355,30.6282553393548,28.5579881245161,28.403371306129,24.4037306267742,28.1617852983871,23.7564212929032,26.7000819045161
1985,6,25.4385172533333,25.5862284346667,28.4919280996667,27.1636952716667,26.4340006506667,23.4012949623333,26.788857015,22.9257171633333,25.4385172533333
1985,7,24.3189055416129,24.4034923919355,27.8171237083871,26.0112420858065,25.9387904016129,22.4946483987097,25.5411365141935,22.1828187996774,24.3189055416129
1985,8,24.4190091035484,24.0469584806452,27.2482583322581,25.6744195764516,25.4290789203226,22.6619496990323,25.5531633935484,22.47947427,24.4190091035484
1985,9,23.942760213,23.2485941573333,26.2921834316667,24.871027629,24.355770873,22.1846486413333,25.002126059,22.0194600433333,23.942760213
1985,10,23.0503036009677,22.2892956151613,25.0976235674194,23.8842131580645,22.8958137751613,21.2233559893548,24.0677960790323,20.9596260316129,23.0503036009677
1985,11,22.1815897623333,21.442649333,24.9794484456667,22.99517924,22.4918212886667,20.2259318033333,23.2071594233333,19.780580647,22.1815897623333
1985,12,21.2457332487097,20.6518021116129,24.7142706106452,22.1568168393548,21.9273423716129,19.1543104603226,22.317513546129,18.4856329154839,21.2457332487097
1986,1,20.3898146103226,20.1753459325806,24.6753587303226,21.640243826129,21.670113643871,18.1958803232258,21.5317311929032,17.3171128790323,20.3898146103226
1986,2,24.9150471289286,25.0297877721428,28.7021630417857,26.5028810771429,25.8381199439286,22.4014515467857,26.2799381810714,21.5072091235714,24.9150471289286
1986,3,24.4646949035484,24.8075106706452,28.711680553871,26.2793951216129,25.9084775870968,22.0019312690323,25.8748383558065,21.0700130345161,24.4646949035484
1986,4,27.4087158206667,27.307136027,30.7840993246667,28.8147847496667,28.29043986,24.8971445723333,28.9245880116667,24.1069091793333,27.4087158206667
1986,5,26.8221522180645,26.8536040280645,29.8317741148387,28.3955893229032,27.5623472141935,24.5190024093548,28.2875374083871,23.8745134903226,26.8221522180645
1986,6,24.7338043216667,24.474810792,27.325163778,26.045729574,25.2019856773333,22.7358327233333,26.0628946946667,22.2439890533333,24.7338043216667
1986,7,23.549120306129,22.8463477354839,26.1962593332258,24.4449195135484,24.2272799590323,21.7677334683871,24.7481333090323,21.4381337806452,23.549120306129
1986,8,24.2131739464516,23.4194757277419,26.9117380448387,25.0432343506452,25.0737381467742,22.4675753680645,25.341117416129,22.2803470732258,24.2131739464516
1986,9,23.418579101,22.4878224686667,25.7763183596667,24.10576884,23.8110575353333,21.6896606446667,24.462133789,21.5123718256667,23.418579101
1986,10,22.5579782783871,21.5932733351613,25.0423591858065,23.1840847874193,22.837457276129,20.7584462812903,23.5606224796774,20.4833568945161,22.5579782783871
1986,11,22.89755249,21.96358134,25.478504435,23.5191823326667,23.018782552,20.902017212,23.9447163896667,20.473203532,22.89755249
1986,12,22.4110016858065,21.7288904987097,25.69903151,23.2402509141935,22.9671756883871,20.2546817893548,23.5179254345161,19.6129079506452,22.4110016858065
1987,1,21.9384202525806,21.7641766945161,26.1544354835484,23.2384385629032,23.2319048483871,19.6582383680645,23.1270425116129,18.8152247274194,21.9384202525806
1987,2,24.8133440292857,24.7731512885714,28.6189546864286,26.244725255,25.7502652846429,22.3054105482143,26.1751702453571,21.4088237225,24.8133440292857
1987,3,26.6750338641936,26.7938486403226,30.0554236622581,28.2774400280645,27.3273687551613,24.0891652751613,28.1518395212903,23.2082812893548,26.6750338641936
1987,4,25.2148040776667,25.684236653,29.822828166,27.1823181153333,27.2754079176667,22.8254099543333,26.6645039873333,21.9845296226667,25.2148040776667
1987,5,26.8710433474194,27.2136484458065,30.8565622635484,28.7577571741935,28.6444463916129,24.5651745216129,28.33790421,23.9218127832258,26.8710433474194
1987,6,26.0344482426667,25.9891194656667,28.7942982993333,27.5689615883333,26.7532765706667,23.9640380856667,27.402764892,23.5022216803333,26.0344482426667
1987,7,24.5558833954839,24.0120699970968,27.0487895351613,25.6175131512903,25.1274825558064,22.7184259229032,25.7852613890323,22.4120717690323,24.5558833954839
1987,8,24.2555234835484,23.5614218432258,26.5700563493548,25.1860172387097,24.7129494951613,22.5075671780645,25.38474574,22.3213164293548,24.2555234835484
1987,9,24.676426188,23.8129638666667,26.870763143,25.4387186683333,24.966706339,22.8774546306667,25.7579223633333,22.729204304,24.676426188
1987,10,22.0429173616129,21.1512911893548,25.5526810187097,22.7394928967742,23.376324856129,20.2720758254839,23.0300291003226,19.9850904890323,22.0429173616129
1987,11,23.282085164,22.4917449943333,26.5022226966667,24.0504577636667,24.0997558593333,21.2651346846667,24.3408477776667,20.8451975503333,23.282085164
1987,12,23.3944079990323,22.7925767470968,26.8020785416129,24.3102099990323,24.1319095732258,21.1833248016129,24.5309938487097,20.5642540722581,23.3944079990323
1988,1,21.3476885390323,20.97950282,25.2879617016129,22.44914472,22.3169740741935,19.1004085410645,22.5184983767742,18.2437564969355,21.3476885390323
1988,2,23.6500540896552,23.5073696796552,27.8098746458621,24.9713820886207,24.8962593872414,21.2068788727586,24.9779833562069,20.2823467389655,23.6500540896552
1988,3,24.9708200754839,25.2514843364516,29.4374190793548,26.7263437577419,26.6791527529032,22.4822809032258,26.397546386129,21.5628768435484,24.9708200754839
1988,4,28.0322255453333,28.1298706056667,31.377486166,29.6433807366667,28.925181071,25.4909657796667,29.566633097,24.7191162113333,28.0322255453333
1988,5,27.835722696129,28.0386695116129,31.3449547551613,29.5890245006452,29.16985572,25.4824069119355,29.3298013006452,24.8676490048387,27.835722696129
1988,6,25.917237345,25.7105906173333,28.2288726816667,27.2901662196667,26.164857992,23.8591684966667,27.2791412346667,23.4012593586667,25.917237345
1988,7,24.7368674,24.3761063122581,27.5602552841935,25.9846632445161,25.6725314222581,22.8929579203226,25.9685903235484,22.5961754587097,24.7368674
1988,8,24.35506198,23.7296721429032,26.2750094512903,25.3556181883871,24.40183952,22.6023124445161,25.4847213254839,22.4208696916129,24.35506198
1988,9,23.868466187,22.9909311933333,25.1817708333333,24.6114644356667,23.178775025,22.111994425,24.924282836,21.9442637126667,23.868466187
1988,10,22.0131745364516,20.6761876258065,23.8678360470968,22.2605342741935,21.5887990635484,20.2387457087097,22.9998058687097,19.94688445,22.0131745364516
1988,11,23.0096588126667,22.1839945483333,25.4978312176667,23.7395467116667,23.0297485353333,21.0017608633333,24.062046305,20.569176229,23.0096588126667
1988,12,20.9219397751613,20.1366575170968,24.2732207267742,21.6372727919355,21.4531080680645,18.8428008051613,21.9868496793548,18.1600566248387,20.9219397751613
1989,1,21.8135482293548,21.2816711425806,25.4067617112903,22.7530968454839,22.4424141177419,19.5403204151613,22.998405013871,18.6944204022581,21.8135482293548
1989,2,21.4932277132143,21.3825153896429,25.7347307467857,22.8341090614286,22.7047417782143,19.1702056885714,22.7549235753571,18.196964155,21.4932277132143
1989,3,24.4500592629032,24.6012994583871,28.5244404454839,26.0719632058064,25.7107630570968,21.9881097603226,25.8597626716129,21.0558607545161,24.4500592629032
1989,4,25.8596567796667,25.895439657,29.7390238453333,27.394769287,27.1869252533333,23.434351604,27.3288045243333,22.608350627,25.8596567796667
1989,5,26.1299042729032,26.1983975325806,29.2883850106452,27.7365208783871,26.98856654,23.8653089951613,27.5744075648387,23.20483674,26.1299042729032
1989,6,25.2586334233333,25.5377543133333,28.078006999,27.1149403883333,25.996931966,23.2314280203333,26.6035471593333,22.751698812,25.2586334233333
1989,7,24.178458723871,24.0717761619355,27.2238905380645,25.6775717458065,25.3123777322581,22.3620229412903,25.3964585819355,22.0469555264516,24.178458723871
1989,8,24.6055394325806,24.2900359122581,27.394429656129,25.9189283803226,25.5834279706452,22.8380912532258,25.7453178151613,22.6599207722581,24.6055394325806
1989,9,23.0884277353333,22.161736044,25.0458882653333,23.7777577726667,23.0397796626667,21.3778940843333,24.122025553,21.1929799393333,23.0884277353333
1989,10,22.3409303722581,21.355371093871,24.0581121629032,22.9447816912903,21.7981673693548,20.5534882574194,23.3370319983871,20.2733851280645,22.3409303722581
1989,11,22.6021586093333,21.702327474,24.6317169183333,23.2563883463333,22.124637859,20.6230743413333,23.640415445,20.187437948,22.6021586093333
1989,12,21.4942319806452,20.9152889125806,24.5773904119355,22.4218560987097,21.7828061993548,19.3889699621936,22.5735068045161,18.7260307076452,21.4942319806452
1990,1,22.168858486129,21.5381497296774,25.4615122141936,23.0110835909677,22.5002340996774,19.875841496129,23.3644289090323,19.0381507129032,22.168858486129
1990,2,23.6614700310714,23.4369958064286,27.4703558782143,24.9006973264286,24.537432425,21.2176790514286,24.9885530742857,20.2945059642857,23.6614700310714
1990,3,24.4111296619355,24.3542626164516,28.2431865077419,25.8234753019355,25.4137837067742,21.9513498612903,25.8196586367742,21.0181941858065,24.4111296619355
1990,4,26.4967854816667,26.2860595713333,30.184169515,27.7876892093333,27.6569630936667,24.035995483,27.9851511633333,23.224709066,26.4967854816667
1990,5,26.7604909587097,26.8712717367742,29.9477320512903,28.4133584293548,27.6847925977419,24.4607817625806,28.2240204841935,23.8148683609677,26.7604909587097
1990,6,24.871849569,24.7045878093333,27.4164326993333,26.2768605543333,25.298357137,22.8661895756667,26.20509847,22.3775299066667,24.871849569
1990,7,24.5916962654839,24.1658972954839,27.4310153096774,25.7722481025807,25.5310893396774,22.7522394,25.8221502477419,22.44670922,24.5916962654839
1990,8,24.3710551596774,23.6622430619355,27.1839479509677,25.2874369967742,25.3611763254839,22.6166655509677,25.5037593722581,22.4330796770968,24.3710551596774
1990,9,23.9765513106667,23.0905873616667,25.9452504476667,24.7120880126667,23.9894358316667,22.2165578203333,25.0369344073333,22.0521464023333,23.9765513106667
1990,10,23.1418622416129,22.1927350445161,25.4488612025807,23.7870835825806,23.2666958719355,21.3098122874194,24.1621141006452,21.0481998564516,23.1418622416129
1990,11,20.94851176,19.904736328,23.4903004966667,21.4482025153333,20.9193908693333,19.0615264893333,21.9368998206667,18.5877136226667,20.94851176
1990,12,21.5608754803226,20.7855291554839,24.3304943451613,22.291329463871,21.5221014203226,19.4519021309677,22.6421556048387,18.7904995829032,21.5608754803226
1991,1,23.0591566516129,22.6070160890323,26.3504587474194,24.0862474009677,23.4388908141936,20.7165623809677,24.2815825432258,19.8994237096774,23.0591566516129
1991,2,23.4825345717857,23.40090768,27.6281906128571,24.8643999371429,24.7040889196429,21.0487173892857,24.8042247217857,20.1214069914286,23.4825345717857
1991,3,27.8402973790323,27.9126663706452,30.9154405174194,29.4028525077419,28.2354832806452,25.1895385745161,29.3522514096774,24.3355543564516,27.8402973790323
1991,4,28.313248698,28.0915161126667,31.0306884763333,29.603790282,28.5508209226667,25.751296997,29.856403604,24.981948853,28.313248698
1991,5,26.6287692158065,26.7655736129032,29.8304805629032,28.3070401093548,27.5609837690323,24.3363921135484,28.08832358,23.6874328612903,26.6287692158065
1991,6,25.598762003,25.6170725503333,28.8540710446667,27.1947224933333,26.816401165,23.5526133213333,26.9539326983333,23.080733236,25.598762003
1991,7,24.8473587529032,24.6468700780645,27.9917078816129,26.25605705,26.1231372467742,22.9936678983871,26.0855238383871,22.6940384403226,24.8473587529032
1991,8,24.4678982635484,24.1158012154839,27.829092506129,25.7436678974194,26.0423956106452,22.7081159048387,25.6035242883871,22.5267686412903,24.4678982635484
1991,9,24.0804840096667,23.0997192383333,26.5403757726667,24.721269734,24.6178456623333,22.3147033696667,25.1440022793333,22.1526906336667,24.0804840096667
1991,10,22.8475841893548,21.98529919,25.4243290070968,23.578422103871,23.2407913693548,21.0319290645161,23.8589623229032,20.7635190893548,22.8475841893548
1991,11,21.4778483073333,20.5927978513333,24.732593791,22.1403198243333,22.2311645513333,19.5613810216667,22.4821929936667,19.0997853593333,21.4778483073333
1991,12,21.1149467216129,20.4282263974194,24.3415938832258,21.9319219780645,21.533825093871,19.03080779,22.1827784383871,18.3591099887097,21.1149467216129
1992,1,22.6182121025806,22.3069771058064,26.5705003312903,23.7844443035484,23.6712359025806,20.3001716867742,23.8273352832258,19.4728490019355,22.6182121025806
1992,2,24.5201954806897,24.5906795103448,28.5616309862069,26.0610806172414,25.6900573734483,22.0285583503448,25.8743646024138,21.1241173051724,24.5201954806897
1992,3,26.0513854974193,26.2819645051613,30.2522403832258,27.7628979103226,27.5395446780645,23.5026695987097,27.5107016280645,22.6082131658064,26.0513854974193
1992,4,26.7428466793333,26.824249268,30.4826629643333,28.330056763,27.9803141273333,24.2733947756667,28.238359578,23.47177124,26.7428466793333
1992,5,25.0975585932258,25.094353263871,28.7948567058065,26.6273486719355,26.4771431222581,22.89674407,26.5090536787097,22.218770476129,25.0975585932258
1992,6,25.640822348,25.4877410876667,27.987085978,27.0660003663333,25.909545899,23.5981496173333,26.994393921,23.1338582353333,25.640822348
1992,7,23.9160085364516,23.3498917119355,26.4613419064516,24.9524012419355,24.5121635193548,22.1178163583871,25.1229777667742,21.8020824796774,23.9160085364516
1992,8,24.0041088480645,23.4905491980645,27.0374084470968,25.1150904493548,25.2068705896774,22.2709043451613,25.1231805609678,22.0813586809677,24.0041088480645
1992,9,23.3687367763333,22.6217193606667,25.7024414066667,24.2400756836667,23.7285583496667,21.6401000983333,24.4094807943333,21.4608317056667,23.3687367763333
1992,10,22.8122399109677,21.7048426474194,24.7172682241935,23.2952544177419,22.4857333277419,20.9933046406452,23.8229683164516,20.7198917512903,22.8122399109677
1992,11,22.8754730236667,21.8327189133333,25.503168742,23.3862050373333,23.0353892,20.8750508626667,23.9238179523333,20.4393666593333,22.8754730236667
1992,12,22.058561066129,21.2938584845161,25.2892306419355,22.8012890235484,22.5259397441935,19.9161197780645,23.1577559935484,19.2596157935484,22.058561066129
1993,1,22.6412548432258,22.2113320625806,26.3563958935484,23.6882322248387,23.44516267,20.3219317045161,23.8510789435484,19.4951455396774,22.6412548432258
1993,2,24.7137019560714,24.4585008892857,28.6392554139286,25.9282263621429,25.7716951642857,22.2113150453571,26.0725254603571,21.3124328617857,24.7137019560714
1993,3,25.7837935912903,25.7438736445161,29.6047538519355,27.2212768558065,26.8514943770968,23.2475672570968,27.2337201525806,22.3461045780645,25.7837935912903
1993,4,27.236887613,27.0823944093333,30.410743206,28.5887237546667,27.8962036136667,24.7348775223333,28.7475748693333,23.9406840003333,27.236887613
1993,5,26.7754416183871,26.5422951983871,30.0737647274194,28.0824474703226,27.8178728658064,24.474892696129,28.2394170954839,23.8293238480645,26.7754416183871
1993,6,25.4076212573333,25.0898529056667,27.658482869,26.664398194,25.5539449063333,23.372119141,26.7570302313333,22.895831299,25.4076212573333
1993,7,24.0445603890323,23.5277511096774,26.29853555,25.1303393951613,24.3352718232258,22.2355768025806,25.2585161767742,21.9174182525806,24.0445603890323
1993,8,23.9880300212903,23.0755770780645,25.9592588358065,24.6973048064516,24.0679969041936,22.2549692464516,25.1091798845161,22.0625450877419,23.9880300212903
1993,9,23.6634490966667,22.7541127526667,25.1435638436667,24.3736277263333,23.1429158536667,21.920894368,24.7143910716667,21.7492563886667,23.6634490966667
1993,10,23.1705034812903,22.1238962487097,24.850983453871,23.717840183871,22.6353816867742,21.3368626758065,24.1916275519355,21.0759147396774,23.1705034812903
1993,11,21.7577962236667,20.851219686,24.5172271733333,22.4002655026667,22.0037495946667,19.825735474,22.770586141,19.3706105553333,21.7577962236667
1993,12,22.0273514277419,21.1906519735484,25.46788842,22.6988415132258,22.7231010193548,19.8923987616129,23.1227031093548,19.2417669480645,22.0273514277419
1994,1,22.2619685996774,21.8933211787097,26.0498359932258,23.3683459870968,23.12145681,19.9637675619355,23.4603466406452,19.1282258058065,22.2619685996774
1994,2,23.6156173714286,23.3914679385714,27.4800768178571,24.8549046103571,24.5476939607143,21.1743865967857,24.9413162228571,20.2501475742857,23.6156173714286
1994,3,26.2094832877419,26.2933780787097,30.1166330645161,27.7740240283871,27.3920000616129,23.6495477483871,27.6722518432258,22.7579146854839,26.2094832877419
1994,4,26.9183227536667,27.0509236653333,30.7640848796667,28.5570668536667,28.2693054196667,24.4340576163333,28.4194020583333,23.6325022383333,26.9183227536667
1994,5,26.4223099232258,26.3863365919355,29.8064612612903,27.9255703835484,27.5356226780645,24.1414290887097,27.8756347651613,23.4877071258064,26.4223099232258
1994,6,25.3577494306667,25.382892863,28.6544525143333,26.9591644283333,26.6056152343333,23.3250233973333,26.7056549066667,22.847584025,25.3577494306667
1994,7,24.7857024158065,24.5950876548387,28.5265747070968,26.2039684664516,26.6879142516129,22.9354433116129,26.0220098677419,22.6343923254839,24.7857024158065
1994,8,24.9490226506452,24.4572683022581,27.9380786519355,26.0871442241935,26.1574783812903,23.1624389654839,26.0991573209677,22.9922001009677,24.9490226506452
1994,9,23.6846893316667,22.7944000243333,26.1688903803333,24.4141530346667,24.2255818686667,21.940951539,24.7362742113333,21.769802855,23.6846893316667
1994,10,24.0140959719355,23.1175180748387,25.8065537970968,24.7173174451613,23.6443922477419,22.1334728612903,25.0606559509677,21.8919951406452,24.0140959719355
1994,11,23.0095357253333,22.076254273,26.0570821123333,23.6325297036667,23.62972107,21.0077616373333,24.060072836,20.58152771,23.0095357253333
1994,12,22.3867146151613,21.7642229629032,25.9361176516129,23.2757950316129,23.217519256129,20.2317502912903,23.4929079112903,19.5894172919355,22.3867146151613
1995,1,23.44343498,23.1221006329032,27.3039696474194,24.6043709051613,24.4457257680645,21.0794321370968,24.6774467222581,20.2711652196774,23.44343498
1995,2,24.9908974782143,24.6031738285714,29.0175480439286,26.0737516135714,26.1711451928571,22.4730763028571,26.3580773485714,21.5805864607143,24.9908974782143
1995,3,26.9004839496774,26.8797477477419,30.6424627490323,28.3638441522581,27.9472358954839,24.3020627916129,28.384095026129,23.4263845145161,26.9004839496774
1995,4,27.0367350263333,27.1415730793333,29.9285064693333,28.6482452393333,27.3870005273333,24.5458770753333,28.5413899746667,23.7470570883333,27.0367350263333
1995,5,27.2914328303226,27.4280856222581,30.0900345341936,28.973461323871,27.8350522935484,24.9621521,28.7709762080645,24.32849889,27.2914328303226
1995,6,25.6431671133333,25.5276824956667,28.3286051426667,27.1048065176667,26.261539714,23.5945444746667,26.9996775303333,23.1236938476667,25.6431671133333
1995,7,24.1295715332258,23.542065823871,26.3106717016129,25.144739753871,24.348087236129,22.3158577212903,25.3460937496774,21.9996601719355,24.1295715332258
1995,8,24.6095943329032,24.0685885519355,26.3686078464516,25.6961756554839,24.5002370529032,22.84191678,25.7494908480645,22.6638417893548,24.6095943329032
1995,9,23.7130106616667,22.7481374106667,24.986912028,24.3676127116667,22.977502442,21.967693075,24.765447998,21.7971974693333,23.7130106616667
1995,10,22.7731537848387,21.7696393412903,24.091427513871,23.3614913445161,21.8333472467742,20.9616451148387,23.7822903535484,20.6915163096774,22.7731537848387
1995,11,22.092450969,20.9509979236667,23.9877512613333,22.5006306966667,21.444667562,20.1417541506667,23.115334066,19.694350179,22.092450969
1995,12,22.0513333229032,21.2378715267742,24.6595201058065,22.7463406474194,21.8695263287097,19.9150467403226,23.1474105332258,19.2649662148387,22.0513333229032
1996,1,21.6927242158065,21.4099178190323,25.2213250925806,22.8820907103226,22.2466153058064,19.4262260190323,22.8739346416129,18.5775380787097,21.6927242158065
1996,2,23.2446038606897,23.2006406575862,27.2571749982759,24.6628441124138,24.3126496417241,20.8240137558621,24.5603071537931,19.8901190396552,23.2446038606897
1996,3,24.7628024187097,24.8299086054839,29.0464101487097,26.3022852741935,26.2662794535484,22.2858490974194,26.1832539222581,21.3616478703226,24.7628024187097
1996,4,25.7227915453333,25.738013713,28.8776916506667,27.2374216716667,26.2855845136667,23.3101521806667,27.1875417066667,22.4849812826667,25.7227915453333
1996,5,25.2660294077419,25.0447021483871,27.7287477551613,26.5774051780645,25.3514087312903,23.0558302358064,26.6826012387097,22.3817441883871,25.2660294077419
1996,6,25.1951588946667,24.854444377,27.5520884193333,26.4289744066667,25.4502237956667,23.1773050946667,26.535290528,22.7027221676667,25.1951588946667
1996,7,23.9736178487097,23.2716032954839,26.2004953693548,24.8736511232258,24.2367266248387,22.1722183716129,25.1823187067742,21.8578134841935,23.9736178487097
1996,8,23.9570940574194,23.1716326316129,26.0337945745161,24.7942896693548,24.1471270154839,22.2265042206452,25.074744243871,22.0358737074194,23.9570940574194
1996,9,24.497871908,23.7557973236667,26.697873942,25.3808390293333,24.7796610516667,22.7063466393333,25.5726715086667,22.5531473796667,24.497871908
1996,10,22.9511254093548,21.8757253341936,24.74619495,23.4671412322581,22.5162765019355,21.1244573780645,23.9660406296774,20.8542498187097,22.9511254093548
1996,11,21.1471822103333,20.0042887373333,23.7652964273333,21.546993001,21.2003245026667,19.2430094393333,22.1433949783333,18.7674224856667,21.1471822103333
1996,12,21.3756554383871,20.8360327935484,25.0041078632258,22.3407708932258,22.2248730077419,19.271250866129,22.4542539532258,18.5989771693548,21.3756554383871
1997,1,22.3367061483871,22.1348707629032,26.2972567654839,23.6113220212903,23.3827128751613,20.0343438916129,23.5373444596774,19.2005258864516,22.3367061483871
1997,2,23.3680751257143,23.3007468089286,27.6216140746428,24.7636483325,24.69714835,20.9406284867857,24.6863113407143,20.0106750485714,23.3680751257143
1997,3,25.5159860922581,25.5997922835484,29.7927746196774,27.0763439548387,27.0500279580645,22.9946749790323,26.9578392770968,22.0870290451613,25.5159860922581
1997,4,27.753995769,27.8721293126667,31.3696156816667,29.383109537,28.9087025956667,25.2231903076667,29.2802764886667,24.440927124,27.753995769
1997,5,26.3422780680645,26.4094876196774,30.2010919383871,27.9488572641935,27.9523185483871,24.065856736129,27.7931900512903,23.4102859977419,26.3422780680645
1997,6,25.1215525316667,25.0574320473333,27.8882649736667,26.631784058,25.796576945,23.1019836416667,26.462335206,22.6190887446667,25.1215525316667
